3	170419067	170481166
8	30066777	30703240
8	30793917	33488798
8	33500328	42188016
8	42293443	43172386
8	43292485	54055133
8	54135284	61619019
8	61643945	65734894
8	66051548	66440199
8	66454059	66468352
8	66513540	66836074
8	66883757	72036457
8	72050778	81823940
8	85112932	86532580
8	86556102	89970557
8	89984525	90044995
8	90949807	91071289
8	91189522	91991889
8	93704909	93803684
8	93922060	94527363
8	94543827	94873477
8	94893891	95032094
8	95052174	97687605
8	98117032	108216513
8	108449823	123371835
8	123429983	133258426
8	133459764	138619508
8	138676558	143821913
8	143837039	143929281
8	143932400	143939461
8	143982932	144317588
8	144355531	144500199
8	144501520	144505489
8	144510360	145054157
11	95888156	96341895
11	101948031	101978459
11	102836126	102840593
11	102954156	102955705
11	105965947	106059097
13	20808436	20822289
13	20974870	21046026
13	23668692	23756618
13	24899419	25253964
13	25543291	25570872
13	25589635	25774959
13	26681054	26759827
13	27562413	27793948
13	28220231	28281379
13	28717810	29480364
13	31791806	32117473
13	32147839	32157405
13	32202356	32211034
13	33053767	33105710
13	36297637	36312477
13	37745937	38350055
13	40933425	40943925
13	41130487	41260907
13	41692862	41719742
13	42127463	42166674
13	42953948	43023734
13	43298346	43360057
13	43888757	44576074
13	45027785	45194567
13	45702391	46144520
13	46834837	47949028
13	48479998	48501868
13	49145778	49178654
13	51251468	51374439
13	51939051	51946478
13	51970492	52024937
13	52110340	52378789
13	52676230	52724110
13	53034348	59666846
13	73061861	75567312
13	77097370	77139336
13	79520810	79543682
13	83879417	91693881
13	95433834	95560463
13	95584736	95612177
13	95763643	95853657
13	95989973	96023759
13	98384730	98390120
13	98797115	98809465
13	99201412	99340565
13	99546985	99559534
13	101055295	101062118
13	101283933	101377056
13	107170497	108211268
13	108286803	108712731
13	110462278	110485027
13	110625190	110642521
13	112854279	112862575
13	113140919	113149517
13	113510238	113611062
13	113633890	113637896
17	27758881	27765716
17	28491730	28556266
17	28633895	28638415
17	28908783	28913277
17	29114907	29118189
17	29575812	29577247
17	30442308	30464814
17	31232700	31327839
17	31434034	31528778
17	32298092	32321229
17	32487621	32659338
17	32931529	32997001
17	35193291	35558062
17	35639595	35657791
17	35735185	35746411
17	35997767	36001492
17	36498266	36501235
17	37471094	37512869
17	37620873	37643420
17	37700983	37744884
17	38466167	38469904
17	38543823	38551389
17	39517440	39606599
17	39710086	39715536
17	39725707	39728044
17	39745913	39791583
17	39872270	39905985
17	40084610	40096087
17	40484921	40636102
17	40659987	40755271
17	40779502	40867186
17	40880614	41369750
17	41381899	41397539
17	41424032	41477738
17	41515472	41516964
17	41619594	41624509
17	41764923	41811034
17	41845126	41855321
17	42192241	42210301
17	42299751	42301454
17	42306241	42310669
17	42537398	42544238
17	42562412	42564898
17	42612947	42615041
17	42838945	42852943
17	43523628	43529676
17	43814197	43821058
17	43831559	43848893
17	43881090	43882511
17	44074680	44078415
17	44316385	44318238
17	44380879	44384138
17	44902365	44910260
17	44928819	44932773
17	45240476	45256073
17	45445470	45478147
17	45834007	45996664
17	46039027	46066732
17	46773668	46935280
17	47708394	47809220
17	47840670	47917130
17	48345905	48552474
17	48592209	48598150
17	49311312	49317725
17	50108319	50115904
17	50170640	50188637
17	50355781	50360291
17	50463395	50468813
17	50536557	50541062
17	50550998	50554450
17	50569706	50669266
17	55411257	55721070
17	56856512	56892229
17	57974473	57983393
17	58006343	58206170
17	58308541	58319294
17	58325534	58347241
17	58458768	58480267
17	59017296	59049393
17	59605115	59681057
17	59685056	59697978
17	59945406	59954146
17	60181324	60205658
17	60889695	60990235
17	61037889	61078529
17	61480090	61847220
17	62395068	62427837
17	62666094	62671837
17	62677269	62692451
17	63318957	63412130
17	63437346	63482689
17	63491209	63538662
17	63698552	63699298
17	63940771	63951900
17	64188168	64214217
17	64504677	64508720
17	64547600	64571956
17	65225002	65537063
17	65743068	66063081
17	66877333	67188616
17	68542694	68555743
17	68887336	68921492
17	69153305	69155925
17	69193814	69201668
17	69505780	69519432
17	76014426	76017911
17	76022413	76024120
17	76275819	76282115
17	76390943	76396821
17	76471633	76473902
17	76476830	76479009
17	76776406	76905333
17	77402059	77488864
17	78049063	78087093
17	78803385	78813873
17	78836111	79795558
