1	9935492	9981170
3	4681364	4691344
3	4846139	4983692
5	53484069	53486033
5	55261368	55269637
5	55889970	55906288
5	55947493	55960561
5	56881570	56886063
5	56928767	56935751
5	58454583	58456589
5	59180595	60645619
5	60766574	60874683
5	62398511	62403346
5	65652501	65664384
5	66044137	66054951
5	67160456	68280729
5	69115237	69117396
5	69391831	69420531
5	71470395	71544507
5	71549420	71564885
5	72990478	73051406
5	75576780	75584926
5	75702605	75712937
5	119105180	119119004
5	119166616	119171969
5	119220472	119233467
5	122020088	122075541
5	122826050	122946159
5	124639133	124649133
5	126805571	126819142
5	127524531	127533786
5	128985133	129016079
6	157196165	157207891
6	157909665	157938747
6	158068647	158074738
6	158116185	158130486
6	159808740	159811786
6	161034259	161073612
8	242887	7056697
8	8327710	11322788
8	11758293	11996251
8	12729174	15623249
8	15748375	16120606
8	16143558	21750942
8	21966857	22116428
8	22127037	22162732
8	22194058	22571821
8	22591551	24313580
8	24331150	26627295
8	27461629	27469379
8	27736216	27748598
8	27775515	27788002
8	28155942	28162078
8	28456766	28731350
8	28859436	29018913
8	43182145	43197952
17	519826	623674
17	655838	792069
17	998779	1007312
17	1345447	1437155
17	1521601	1541640
17	1651108	1655543
17	1659841	1673197
17	1674442	1677172
17	1680726	1683701
17	1783035	1812115
17	1842803	1879699
17	2056310	2065679
17	2298906	2334896
17	2464208	2681802
17	2957759	3008145
17	3092058	3518850
17	3640207	3656586
17	3723936	3743617
17	4014090	4017971
17	4082437	4095979
17	4206321	4235890
17	4635759	4639132
17	4720946	4741140
17	4814633	4816746
17	4978504	5002124
17	5033479	5109868
17	5141425	5387110
17	5421296	5455271
17	5474684	5481389
17	5514754	5530704
17	6525356	6590630
17	6599237	6651528
17	6770643	6815306
17	7101575	7107907
17	7258826	7260726
17	7355838	7356479
17	7447503	7456723
17	7497650	7501108
17	7503586	7511319
17	7560724	7587017
17	7594238	7601525
17	7653841	7674971
17	7742928	7765565
17	7770252	7774976
17	7797400	7804466
17	7889664	7893569
17	7897971	7900993
17	7902610	7907031
17	8086016	8103493
17	8111359	8115688
17	8229302	8233032
17	8234749	8262993
17	8289258	8289984
17	8319499	8382310
17	8445711	8467023
17	8518631	8542280
17	9635405	9676881
17	9701352	9728990
17	9836371	9887973
17	10315693	10330523
17	10401046	10404585
17	10409279	10449047
17	10452787	10455295
17	10466273	10497452
17	10504810	10512192
17	10529564	10535190
17	10543902	10547618
17	10634017	10641202
17	10648557	10691964
17	10704927	10725134
17	11611650	11629584
17	11679757	11694447
17	11727818	11768626
17	11923814	11991163
17	12125294	12141260
17	12745919	12763644
17	15319077	15545916
17	15615645	15632674
17	15974679	15987368
17	16046951	16061894
17	16067894	16118027
17	16139008	16428982
17	16551856	16647394
17	17180003	17203098
17	17247480	17260474
17	17884634	17907531
17	18026319	18045206
17	18253301	18254682
17	18292645	18302434
17	18308882	18347656
17	18641278	18732134
17	18766714	18775192
17	19555212	19567228
17	19656366	19671956
17	19795622	19825182
17	19924408	19958571
17	21011151	21021226
17	21178233	21191153
17	42552934	42553887
18	196637	203190
18	226801	252612
18	346295	671451
18	706470	748018
18	2587830	2595621
18	2747522	2770108
18	2890561	2921647
18	3102474	3131496
18	3174120	3582248
18	6876131	6947296
18	6980521	6995446
18	7079975	7232044
18	7955121	8085872
18	8376462	8384686
18	8633189	8720496
18	9117838	9126907
18	9208657	9522509
18	9559419	9792235
18	9950395	10472061
18	10530770	11876688
18	12310943	12351210
18	12421540	12686450
18	12712702	12825944
18	12955463	12982675
18	13042204	13056698
18	13073009	13092527
18	13671862	13742652
18	20982763	21008194
18	21384206	21505567
18	21560859	21683965
18	21849196	22183043
18	22949618	22997734
18	23462964	23520313
18	23529635	23536876
18	23539811	23541433
18	23554758	23612190
18	23747943	23773587
18	23949765	24069271
18	24155701	24440618
18	24448093	26032532
18	26151840	26292381
18	26335175	26856489
18	31336354	31376959
18	31522083	31595255
18	31645355	31852663
18	31897786	31909760
18	31931329	32190133
18	33731968	33853035
18	35101946	35369660
18	35978835	36027310
18	36116674	36127007
18	36138270	36205276
18	36835234	37222227
18	43271712	45637182
18	45734274	45825780
18	45857853	45867748
18	45913706	45943311
18	45952400	45992202
18	46087341	46089996
18	46128075	46263118
18	46483587	46509815
18	46686174	46756508
18	48942481	49044204
18	49391593	49483748
18	49491532	49581657
18	49586746	49785351
18	49954313	49980553
18	50242900	50272955
18	50286740	50385353
18	50916168	50924212
18	50984096	51067187
18	51176351	52906328
18	54166076	54205157
18	54271360	54361948
18	54928800	54941083
18	55464076	56682853
18	57566447	58367867
18	58396167	58953799
18	59225492	59296925
18	59349113	59436141
18	62105543	62109973
18	62280646	62305534
18	62359955	62369484
18	62542498	62915008
18	62972514	63355299
18	63390975	63556327
18	63722995	63897844
18	69946734	70017674
18	70150608	70204263
18	74255741	74442116
18	74560856	74635706
18	74920514	75288641
18	77066298	79110505
18	79193183	79336711
18	80044212	80138809
